LOCATION,INDICATOR,SUBJECT,MEASURE,FREQUENCY,TIME,Value,Flag Codes
LTU,GDP,TOT,USD_CAP,A,2005,14526.18596,
LTU,GDP,TOT,USD_CAP,A,2006,16486.61572,
LTU,GDP,TOT,USD_CAP,A,2007,19092.2631,
LTU,GDP,TOT,USD_CAP,A,2008,20744.0075,
LTU,GDP,TOT,USD_CAP,A,2009,18142.64284,
LTU,GDP,TOT,USD_CAP,A,2010,20110.44735,
LTU,GDP,TOT,USD_CAP,A,2011,22854.27756,
LTU,GDP,TOT,USD_CAP,A,2012,24658.18918,
LTU,GDP,TOT,USD_CAP,A,2013,26660.59722,
LTU,GDP,TOT,USD_CAP,A,2014,28174.25433,
LTU,GDP,TOT,USD_CAP,A,2015,28783.5364,
LTU,GDP,TOT,USD_CAP,A,2016,29862.34456,
LTU,GDP,TOT,USD_CAP,A,2017,32053.59258,
SAU,GDP,TOT,USD_CAP,A,1990,27242.63784,
SAU,GDP,TOT,USD_CAP,A,1991,31352.46046,
SAU,GDP,TOT,USD_CAP,A,1992,32397.805,
SAU,GDP,TOT,USD_CAP,A,1993,31821.77284,
SAU,GDP,TOT,USD_CAP,A,1994,31870.76511,
SAU,GDP,TOT,USD_CAP,A,1995,31868.44842,
SAU,GDP,TOT,USD_CAP,A,1996,32629.69438,
SAU,GDP,TOT,USD_CAP,A,1997,32909.48739,
SAU,GDP,TOT,USD_CAP,A,1998,33546.93824,
SAU,GDP,TOT,USD_CAP,A,1999,32182.07168,
SAU,GDP,TOT,USD_CAP,A,2000,33946.35442,
SAU,GDP,TOT,USD_CAP,A,2001,33416.24687,
SAU,GDP,TOT,USD_CAP,A,2002,32083.19316,
SAU,GDP,TOT,USD_CAP,A,2003,35346.85789,
SAU,GDP,TOT,USD_CAP,A,2004,38293.23543,
SAU,GDP,TOT,USD_CAP,A,2005,40547.13446,
SAU,GDP,TOT,USD_CAP,A,2006,41782.54407,
SAU,GDP,TOT,USD_CAP,A,2007,42520.35501,
SAU,GDP,TOT,USD_CAP,A,2008,44841.92932,
SAU,GDP,TOT,USD_CAP,A,2009,43055.8107,
SAU,GDP,TOT,USD_CAP,A,2010,44384.82624,
SAU,GDP,TOT,USD_CAP,A,2011,48399.41165,
SAU,GDP,TOT,USD_CAP,A,2012,50434.6451,
SAU,GDP,TOT,USD_CAP,A,2013,51106.19932,
SAU,GDP,TOT,USD_CAP,A,2014,52626.01718,
SAU,GDP,TOT,USD_CAP,A,2015,54007.03246,
SAU,GDP,TOT,USD_CAP,A,2016,54430.79542,
EA19,GDP,TOT,USD_CAP,A,1995,20462.73894,
EA19,GDP,TOT,USD_CAP,A,1996,21108.5916,
EA19,GDP,TOT,USD_CAP,A,1997,21977.34941,
EA19,GDP,TOT,USD_CAP,A,1998,23006.67758,
EA19,GDP,TOT,USD_CAP,A,1999,23927.4456,
EA19,GDP,TOT,USD_CAP,A,2000,25419.96527,
EA19,GDP,TOT,USD_CAP,A,2001,26633.26455,
EA19,GDP,TOT,USD_CAP,A,2002,27659.83849,
EA19,GDP,TOT,USD_CAP,A,2003,28079.27326,
EA19,GDP,TOT,USD_CAP,A,2004,29208.13315,
EA19,GDP,TOT,USD_CAP,A,2005,30237.83606,
EA19,GDP,TOT,USD_CAP,A,2006,32664.65201,
EA19,GDP,TOT,USD_CAP,A,2007,34554.10857,
EA19,GDP,TOT,USD_CAP,A,2008,35889.2973,
EA19,GDP,TOT,USD_CAP,A,2009,34982.84393,
EA19,GDP,TOT,USD_CAP,A,2010,35988.17615,
EA19,GDP,TOT,USD_CAP,A,2011,37404.89741,
EA19,GDP,TOT,USD_CAP,A,2012,37758.59276,
EA19,GDP,TOT,USD_CAP,A,2013,38987.76679,
EA19,GDP,TOT,USD_CAP,A,2014,39964.50811,
EA19,GDP,TOT,USD_CAP,A,2015,40905.53604,
EA19,GDP,TOT,USD_CAP,A,2016,42138.26605,
EA19,GDP,TOT,USD_CAP,A,2017,43808.55356,
ARG,GDP,TOT,USD_CAP,A,2004,12562.78124,
ARG,GDP,TOT,USD_CAP,A,2005,13995.31846,
ARG,GDP,TOT,USD_CAP,A,2006,15450.12791,
ARG,GDP,TOT,USD_CAP,A,2007,17139.47639,
ARG,GDP,TOT,USD_CAP,A,2008,18026.72975,
ARG,GDP,TOT,USD_CAP,A,2009,16940.24217,
ARG,GDP,TOT,USD_CAP,A,2010,18719.37947,
ARG,GDP,TOT,USD_CAP,A,2011,20076.69125,
ARG,GDP,TOT,USD_CAP,A,2012,20060.22177,
ARG,GDP,TOT,USD_CAP,A,2013,20693.53917,
ARG,GDP,TOT,USD_CAP,A,2014,20359.44979,
ARG,GDP,TOT,USD_CAP,A,2015,20901.22355,
ARG,GDP,TOT,USD_CAP,A,2016,20452.58014,E
CRI,GDP,TOT,USD_CAP,A,1991,5336.343602,
CRI,GDP,TOT,USD_CAP,A,1992,5827.658048,
CRI,GDP,TOT,USD_CAP,A,1993,6250.047392,
CRI,GDP,TOT,USD_CAP,A,1994,6478.128395,
CRI,GDP,TOT,USD_CAP,A,1995,6690.088576,
CRI,GDP,TOT,USD_CAP,A,1996,6722.279692,
CRI,GDP,TOT,USD_CAP,A,1997,7033.950447,
CRI,GDP,TOT,USD_CAP,A,1998,7424.679541,
CRI,GDP,TOT,USD_CAP,A,1999,7649.647926,
CRI,GDP,TOT,USD_CAP,A,2000,7942.33039,
CRI,GDP,TOT,USD_CAP,A,2001,8229.90926,
CRI,GDP,TOT,USD_CAP,A,2002,8480.331804,
CRI,GDP,TOT,USD_CAP,A,2003,8888.359539,
CRI,GDP,TOT,USD_CAP,A,2004,9377.668722,
CRI,GDP,TOT,USD_CAP,A,2005,9895.269471,
CRI,GDP,TOT,USD_CAP,A,2006,10767.00136,
CRI,GDP,TOT,USD_CAP,A,2007,11792.03266,
CRI,GDP,TOT,USD_CAP,A,2008,12404.7956,
CRI,GDP,TOT,USD_CAP,A,2009,12191.18306,
CRI,GDP,TOT,USD_CAP,A,2010,12733.11504,B
CRI,GDP,TOT,USD_CAP,A,2011,13428.85808,
CRI,GDP,TOT,USD_CAP,A,2012,14144.64437,
CRI,GDP,TOT,USD_CAP,A,2013,14512.48218,
CRI,GDP,TOT,USD_CAP,A,2014,15095.59196,
CRI,GDP,TOT,USD_CAP,A,2015,15789.42715,
CRI,GDP,TOT,USD_CAP,A,2016,16381.3827,
BGR,GDP,TOT,USD_CAP,A,1995,5875.24485,
BGR,GDP,TOT,USD_CAP,A,1996,5623.30447,
BGR,GDP,TOT,USD_CAP,A,1997,5686.073025,
BGR,GDP,TOT,USD_CAP,A,1998,6008.416518,
BGR,GDP,TOT,USD_CAP,A,1999,5751.446588,
BGR,GDP,TOT,USD_CAP,A,2000,6376.836763,
BGR,GDP,TOT,USD_CAP,A,2001,6998.412871,
BGR,GDP,TOT,USD_CAP,A,2002,7695.258209,
BGR,GDP,TOT,USD_CAP,A,2003,8291.153533,
BGR,GDP,TOT,USD_CAP,A,2004,9050.712467,
BGR,GDP,TOT,USD_CAP,A,2005,10104.50171,
BGR,GDP,TOT,USD_CAP,A,2006,11170.92841,
BGR,GDP,TOT,USD_CAP,A,2007,12607.50489,
BGR,GDP,TOT,USD_CAP,A,2008,14082.96769,
BGR,GDP,TOT,USD_CAP,A,2009,13881.26749,
BGR,GDP,TOT,USD_CAP,A,2010,14673.49738,
BGR,GDP,TOT,USD_CAP,A,2011,15676.10668,
BGR,GDP,TOT,USD_CAP,A,2012,16208.33465,
BGR,GDP,TOT,USD_CAP,A,2013,16631.68203,
BGR,GDP,TOT,USD_CAP,A,2014,17508.82264,
BGR,GDP,TOT,USD_CAP,A,2015,18115.15299,
BGR,GDP,TOT,USD_CAP,A,2016,19242.64213,
HRV,GDP,TOT,USD_CAP,A,1995,8248.896481,P
HRV,GDP,TOT,USD_CAP,A,1996,9175.562899,P
HRV,GDP,TOT,USD_CAP,A,1997,10059.23601,P
HRV,GDP,TOT,USD_CAP,A,1998,10476.77391,P
HRV,GDP,TOT,USD_CAP,A,1999,10033.65009,P
HRV,GDP,TOT,USD_CAP,A,2000,10754.01996,P
HRV,GDP,TOT,USD_CAP,A,2001,11677.4858,P
HRV,GDP,TOT,USD_CAP,A,2002,12669.29313,P
HRV,GDP,TOT,USD_CAP,A,2003,13533.14151,P
HRV,GDP,TOT,USD_CAP,A,2004,14518.97063,P
HRV,GDP,TOT,USD_CAP,A,2005,15308.4521,P
HRV,GDP,TOT,USD_CAP,A,2006,17425.53228,P
HRV,GDP,TOT,USD_CAP,A,2007,19298.45332,P
HRV,GDP,TOT,USD_CAP,A,2008,20818.49701,
HRV,GDP,TOT,USD_CAP,A,2009,19997.17268,
HRV,GDP,TOT,USD_CAP,A,2010,19785.38313,
HRV,GDP,TOT,USD_CAP,A,2011,20721.69291,
HRV,GDP,TOT,USD_CAP,A,2012,21158.81208,
HRV,GDP,TOT,USD_CAP,A,2013,21771.03139,
HRV,GDP,TOT,USD_CAP,A,2014,22051.16532,
HRV,GDP,TOT,USD_CAP,A,2015,22735.0018,
HRV,GDP,TOT,USD_CAP,A,2016,23728.18755,
CYP,GDP,TOT,USD_CAP,A,1995,17068.91675,
CYP,GDP,TOT,USD_CAP,A,1996,17294.24656,
CYP,GDP,TOT,USD_CAP,A,1997,17771.02406,
CYP,GDP,TOT,USD_CAP,A,1998,18742.92773,
CYP,GDP,TOT,USD_CAP,A,1999,19662.12814,
CYP,GDP,TOT,USD_CAP,A,2000,21288.79193,
CYP,GDP,TOT,USD_CAP,A,2001,22891.8747,
CYP,GDP,TOT,USD_CAP,A,2002,23556.97522,
CYP,GDP,TOT,USD_CAP,A,2003,24251.26263,
CYP,GDP,TOT,USD_CAP,A,2004,25930.49544,
CYP,GDP,TOT,USD_CAP,A,2005,27763.16599,
CYP,GDP,TOT,USD_CAP,A,2006,29988.07701,
CYP,GDP,TOT,USD_CAP,A,2007,32844.36988,
CYP,GDP,TOT,USD_CAP,A,2008,34823.8964,
CYP,GDP,TOT,USD_CAP,A,2009,33882.13075,
CYP,GDP,TOT,USD_CAP,A,2010,33263.24072,
CYP,GDP,TOT,USD_CAP,A,2011,33192.30353,
CYP,GDP,TOT,USD_CAP,A,2012,31914.90333,
CYP,GDP,TOT,USD_CAP,A,2013,30620.7303,
CYP,GDP,TOT,USD_CAP,A,2014,30383.33147,
CYP,GDP,TOT,USD_CAP,A,2015,31523.83904,
CYP,GDP,TOT,USD_CAP,A,2016,32882.26256,P
MLT,GDP,TOT,USD_CAP,A,1995,13868.57476,
MLT,GDP,TOT,USD_CAP,A,1996,14572.32636,
MLT,GDP,TOT,USD_CAP,A,1997,15412.09617,
MLT,GDP,TOT,USD_CAP,A,1998,16066.54813,
MLT,GDP,TOT,USD_CAP,A,1999,16827.91169,
MLT,GDP,TOT,USD_CAP,A,2000,18288.27406,
MLT,GDP,TOT,USD_CAP,A,2001,18431.37134,
MLT,GDP,TOT,USD_CAP,A,2002,19586.44618,
MLT,GDP,TOT,USD_CAP,A,2003,20780.75406,
MLT,GDP,TOT,USD_CAP,A,2004,21349.60965,
MLT,GDP,TOT,USD_CAP,A,2005,22265.74598,
MLT,GDP,TOT,USD_CAP,A,2006,23230.3142,
MLT,GDP,TOT,USD_CAP,A,2007,24888.15924,
MLT,GDP,TOT,USD_CAP,A,2008,26193.1772,
MLT,GDP,TOT,USD_CAP,A,2009,26136.60342,
MLT,GDP,TOT,USD_CAP,A,2010,27838.81727,
MLT,GDP,TOT,USD_CAP,A,2011,28612.15162,
MLT,GDP,TOT,USD_CAP,A,2012,29421.81071,
MLT,GDP,TOT,USD_CAP,A,2013,31061.01058,
MLT,GDP,TOT,USD_CAP,A,2014,33153.57333,
MLT,GDP,TOT,USD_CAP,A,2015,35698.81847,
MLT,GDP,TOT,USD_CAP,A,2016,37319.31844,
PER,GDP,TOT,USD_CAP,A,2007,8094.796648,
PER,GDP,TOT,USD_CAP,A,2008,8905.19766,
PER,GDP,TOT,USD_CAP,A,2009,8969.960922,
PER,GDP,TOT,USD_CAP,A,2010,9725.916416,
PER,GDP,TOT,USD_CAP,A,2011,10435.87132,
PER,GDP,TOT,USD_CAP,A,2012,11154.05192,
PER,GDP,TOT,USD_CAP,A,2013,11863.962,P
PER,GDP,TOT,USD_CAP,A,2014,12224.68892,P
ROU,GDP,TOT,USD_CAP,A,1995,5453.938135,
ROU,GDP,TOT,USD_CAP,A,1996,5778.039921,
ROU,GDP,TOT,USD_CAP,A,1997,5604.174664,
ROU,GDP,TOT,USD_CAP,A,1998,5578.318478,
ROU,GDP,TOT,USD_CAP,A,1999,5635.817061,
ROU,GDP,TOT,USD_CAP,A,2000,5879.08233,
ROU,GDP,TOT,USD_CAP,A,2001,6497.688763,
ROU,GDP,TOT,USD_CAP,A,2002,7197.279867,
ROU,GDP,TOT,USD_CAP,A,2003,7820.321307,
ROU,GDP,TOT,USD_CAP,A,2004,9134.375679,
ROU,GDP,TOT,USD_CAP,A,2005,9723.50798,
ROU,GDP,TOT,USD_CAP,A,2006,11689.04651,
ROU,GDP,TOT,USD_CAP,A,2007,13790.28747,
ROU,GDP,TOT,USD_CAP,A,2008,16726.70506,
ROU,GDP,TOT,USD_CAP,A,2009,16489.81048,
ROU,GDP,TOT,USD_CAP,A,2010,17027.29326,
ROU,GDP,TOT,USD_CAP,A,2011,17997.72321,
ROU,GDP,TOT,USD_CAP,A,2012,18981.38306,B
ROU,GDP,TOT,USD_CAP,A,2013,19854.51038,
ROU,GDP,TOT,USD_CAP,A,2014,20601.77265,
ROU,GDP,TOT,USD_CAP,A,2015,21561.38459,
ROU,GDP,TOT,USD_CAP,A,2016,23045.11986,P
